galaxy,stationary_role,sample_index,radius_arcsec_vector,radius_arcsec_native_grid_qc,radius_grid_delta_arcsec,radius_kpc_source_scale,sigma_hi_msun_pc2,source_x_pgplot,source_y_pgplot,source_marker_char,source_figure,source_asset,helium_applied
NGC6015,calibration,13,145.014729465,145.000000,0.014729465,9.772403169,5.181167106,1715.000000,1014.000000,33492,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,14,154.985270535,155.000000,-0.014729465,10.444308343,4.548399013,1803.000000,930.000000,33505,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,15,164.955811605,165.000000,-0.044188395,11.116213518,3.893032061,1891.000000,843.000000,33517,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,16,175.039654277,175.000000,0.039654277,11.795753979,3.305461689,1980.000000,765.000000,33529,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,17,185.010195347,185.000000,0.010195347,12.467659154,2.785687899,2068.000000,696.000000,33541,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,18,194.980736417,195.000000,-0.019263583,13.139564328,2.348776597,2156.000000,638.000000,33553,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,19,205.064579090,205.000000,0.064579090,13.819104789,2.002260737,2245.000000,592.000000,33565,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,20,215.035120159,215.000000,0.035120159,14.491009964,1.708475552,2333.000000,553.000000,33578,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,21,225.005661229,225.000000,0.005661229,15.162915139,1.497552854,2421.000000,525.000000,33590,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,22,234.976202299,235.000000,-0.023797701,15.834820313,1.346893785,2509.000000,505.000000,33602,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,23,245.060044971,245.000000,0.060044971,16.514360774,1.181168808,2598.000000,483.000000,33614,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,24,255.030586041,255.000000,0.030586041,17.186265949,1.000377924,2686.000000,459.000000,33626,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,25,265.001127111,265.000000,0.001127111,17.858171124,0.849718855,2774.000000,439.000000,33638,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,26,275.084969784,275.000000,0.084969784,18.537711585,0.766856367,2863.000000,428.000000,33650,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,27,285.055510853,285.000000,0.055510853,19.209616759,0.638796157,2951.000000,411.000000,33662,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,28,295.026051923,295.000000,0.026051923,19.881521934,0.525801855,3039.000000,396.000000,33674,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,29,304.996592993,305.000000,-0.003407007,20.553427109,0.465538227,3127.000000,388.000000,33686,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
NGC6015,calibration,30,315.080435666,315.000000,0.080435666,21.232967570,0.390208693,3216.000000,378.000000,33698,Verdes-Montenegro et al. 1997 Figure 3d,07540003.eps,no; source H I surface density preserved
