galaxy,stationary_role,galaxy_point_index,radius_kpc,sigma_neutral_gas_1p33_msun_pc2,sigma_disk_per_unit_upsilon_msun_pc2,sigma_bulge_per_unit_upsilon_msun_pc2,sigma_baryon_rule,sigma_baryon_status,source_current_rule,source_current_velocity_status,vobs_used_as_source_current,hi_profile_kind,hi_profile_evaluation_method,hi_source_artifact,hi_freeze_row_key
DDO154,calibration,1,0.99,6.67989498399,5.52,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:1
DDO154,calibration,2,1.48,0,1.26,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:2
DDO154,calibration,3,1.97,0,0.29,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:3
DDO154,calibration,4,2.47,0,0.08,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:4
DDO154,calibration,5,2.96,0,0.02,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:5
DDO154,calibration,6,3.46,0,0.01,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:6
DDO154,calibration,7,3.95,0,0,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:7
DDO154,calibration,8,4.44,0,0,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:8
DDO154,calibration,9,4.94,0,0,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:9
DDO154,calibration,10,5.43,0,0,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:10
DDO154,calibration,11,5.92,0,0,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,outer_zero,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,DDO154:11
DDO168,calibration,0,0.41,19.9799267917,20.43,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:0
DDO168,calibration,1,0.82,13.6352179231,14.59,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:1
DDO168,calibration,2,1.24,9.20278854006,8.79,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:2
DDO168,calibration,3,1.64,6.57300968372,5.9,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:3
DDO168,calibration,4,2.06,5.13949510055,4.09,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:4
DDO168,calibration,5,2.47,4.39284030979,2.87,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:5
DDO168,calibration,6,2.89,3.53208720409,2.09,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:6
DDO168,calibration,7,3.3,2.80081715292,1.56,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:7
DDO168,calibration,8,3.71,2.15333555504,0.82,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:8
DDO168,calibration,9,4.12,1.70346461609,0,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,DDO168:9
ESO079-G014,calibration,0,0.41,6.52965239678,455.28,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:0
ESO079-G014,calibration,1,0.98,6.43930434134,284.5,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:1
ESO079-G014,calibration,2,1.78,6.312500053,213.32,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:2
ESO079-G014,calibration,3,2.69,6.16826017502,152.2,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:3
ESO079-G014,calibration,4,3.36,6.06206158354,142.61,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:4
ESO079-G014,calibration,5,4.39,5.89880106231,105.73,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:5
ESO079-G014,calibration,6,5.65,5.69908430818,92.69,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:6
ESO079-G014,calibration,7,6.34,5.58971560949,89.82,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:7
ESO079-G014,calibration,8,6.89,5.50253766126,87.61,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:8
ESO079-G014,calibration,9,8.34,5.27270488865,78.45,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:9
ESO079-G014,calibration,10,10.04,5.20880569453,58.05,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:10
ESO079-G014,calibration,11,11.65,4.83072805051,39.79,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:11
ESO079-G014,calibration,12,13.36,3.9238380571,23.18,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:12
ESO079-G014,calibration,13,15.06,2.84241685509,15.89,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:13
ESO079-G014,calibration,14,16.67,1.87188764152,10.92,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO079-G014:14
ESO116-G012,blind,0,0.25,7.77264397202,276.94,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:0
ESO116-G012,blind,1,0.83,7.85544397771,168.99,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:1
ESO116-G012,blind,2,1.38,7.93396122449,141.01,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:2
ESO116-G012,blind,3,1.85,8.00105778082,81.24,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:3
ESO116-G012,blind,4,2.68,8.11954744414,46.01,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:4
ESO116-G012,blind,5,3.19,8.1923543457,41.4,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:5
ESO116-G012,blind,6,3.68,8.26230607465,30.23,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:6
ESO116-G012,blind,7,4.13,7.72265389761,24.2,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:7
ESO116-G012,blind,8,5.23,6.17305903772,9.48,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:8
ESO116-G012,blind,9,6.05,5.22592314623,3.57,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:9
ESO116-G012,blind,10,6.81,4.62537008295,2.78,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:10
ESO116-G012,blind,11,7.56,4.19633416395,2.04,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:11
ESO116-G012,blind,12,8.32,3.43199487957,1.21,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:12
ESO116-G012,blind,13,9.09,1.9856426034,0.72,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:13
ESO116-G012,blind,14,9.86,0.758890514883,0,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,tabulated,piecewise_linear,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,ESO116-G012:14
F568-3,calibration,0,0.64,4.90972049579,67.54,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,analytic,analytic_offcentered_gaussian_sum,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,F568-3:0
F568-3,calibration,1,1.18,5.22933984682,56.11,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,analytic,analytic_offcentered_gaussian_sum,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,F568-3:1
F568-3,calibration,2,1.8,5.55131538167,46.3,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,analytic,analytic_offcentered_gaussian_sum,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,F568-3:2
F568-3,calibration,3,2.03,5.65623445412,44.1,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,analytic,analytic_offcentered_gaussian_sum,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,F568-3:3
F568-3,calibration,4,2.78,5.93503808228,37.67,0,Sigma_b = Sigma_gas + Upsilon_d*Sigma_disk_ml1 + Upsilon_b*Sigma_bulge_ml1,basis_only; stellar_mass_to_light_nuisance_not_applied,J = Sigma_b * V_model,self_consistent_model_velocity_required; not_evaluated,0,analytic,analytic_offcentered_gaussian_sum,data/stationary/source_reconstruction/jadhav_banerjee2019_lsb_hi_analytic_profiles_v1.csv,F568-3:4
