galaxy,stationary_role,galaxy_point_index,radius_kpc,sigma_neutral_1p33_msun_pc2,common_surface_density_convention,profile_kind,evaluation_method,continuation_side,coverage_class,measured_support_rmin_kpc,measured_support_rmax_kpc,source_bracket_lower_index,source_bracket_upper_index,source_artifact,common_profile_artifact,radius_mapping_method,helium_mapping_method,surface_density_multiplier_to_common_1p33,inclination_amplitude_rescale,uncertainty_treatment,interpolation_policy
DDO154,calibration,1,0.99,6.67989498399,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,outer_continuation_only,0.0939534883721,1.31534883721,4,5,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,2,1.48,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,3,1.97,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,4,2.47,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,5,2.96,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,6,3.46,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,7,3.95,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,8,4.44,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,9,4.94,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,10,5.43,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO154,calibration,11,5.92,0,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,outer_zero,outer,outer_continuation_only,0.0939534883721,1.31534883721,6,6,data/stationary/source_reconstruction/leroy2008_things_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,source_kpc_times_frozen_over_source_distance,source_includes_1p36_to_common_1p33,0.977941176471,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,0,0.41,19.9799267917,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,0,1,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,1,0.82,13.6352179231,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,1,2,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,2,1.24,9.20278854006,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,3,4,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,3,1.64,6.57300968372,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,4,5,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,4,2.06,5.13949510055,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,5,6,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,5,2.47,4.39284030979,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,6,7,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,6,2.89,3.53208720409,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,8,9,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,7,3.3,2.80081715292,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,9,10,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,8,3.71,2.15333555504,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,11,12,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
DDO168,calibration,9,4.12,1.70346461609,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0.309068721707,4.63603082561,12,13,data/stationary/source_reconstruction/iorio2017_ddo168_hi_profile_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,0,0.41,6.52965239678,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,1,0.98,6.43930434134,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,2,1.78,6.312500053,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,3,2.69,6.16826017502,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,4,3.36,6.06206158354,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,5,4.39,5.89880106231,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,6,5.65,5.69908430818,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,7,6.34,5.58971560949,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,8,6.89,5.50253766126,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,9,8.34,5.27270488865,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,10,10.04,5.20880569453,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,2,3,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,11,11.65,4.83072805051,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,2,3,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,12,13.36,3.9238380571,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,4,5,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,13,15.06,2.84241685509,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,5,6,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO079-G014,calibration,14,16.67,1.87188764152,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,25.051834967,5,6,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO116-G012,blind,0,0.25,7.77264397202,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,12.8613364396,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO116-G012,blind,1,0.83,7.85544397771,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,12.8613364396,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO116-G012,blind,2,1.38,7.93396122449,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,12.8613364396,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO116-G012,blind,3,1.85,8.00105778082,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,12.8613364396,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
ESO116-G012,blind,4,2.68,8.11954744414,Sigma_neutral_1p33 = 1.33 * Sigma_HI_raw,tabulated,piecewise_linear,none,full_measured_support,0,12.8613364396,0,1,data/stationary/source_reconstruction/ge04_vector_hi_profiles_v1.csv,data/stationary/source_reconstruction/certified_hi_common_tabulated_v5.csv,angular_radius_times_frozen_distance,raw_HI_to_common_1p33,1.33,0,central_value_frozen; source_uncertainties_retained_upstream,validation/stationary/STATIONARY_HI_INTERPOLATION_CONTINUATION_POLICY_V1.md
